4.664999797947813609e-01 -1.574260225228270474e-12 6.434985894892774061e-01 -3.141591320533586806e+00 1.570792653589793364e+00 1.333051309742410693e-06
4.665000793916475041e-01 2.790842182700392217e-07 6.434985155990631256e-01 -2.926944121028463908e+00 1.570792948910890496e+00 2.146479184332920620e-01
4.665003781811745132e-01 1.116342255948933211e-06 6.434982939284302761e-01 -2.219469291880601602e+00 1.570792715245244997e+00 9.221209052128088723e-01
4.665008761601483478e-01 2.511774519034102638e-06 6.434979244774083895e-01 -1.619807014150483893e+00 1.570789843540547182e+00 1.521780112332603574e+00
4.665015733232117934e-01 4.465384307932764103e-06 6.434974072460468708e-01 -1.374240884864793788e+00 1.570784588868315845e+00 1.767341942771373020e+00
4.665024696628650713e-01 6.977176243168419997e-06 6.434967422344152199e-01 -1.266544343691110130e+00 1.570777473584986428e+00 1.875032956869071121e+00
4.665035651694654506e-01 1.004715626533427412e-05 6.434959294426018106e-01 -1.210792452329757518e+00 1.570768651031871244e+00 1.930778092935056645e+00
4.665048598312274142e-01 1.367533163503325943e-05 6.434949688707158888e-01 -1.178244385088267121e+00 1.570758169573774232e+00 1.963318176673634508e+00
4.665063536342220485e-01 1.786171093280490563e-05 6.434938605188856853e-01 -1.157570121895554749e+00 1.570746047951039559e+00 1.983983228169877044e+00
4.665080465623778205e-01 2.260630405903868938e-05 6.434926043872599699e-01 -1.143603772135609153e+00 1.570732294652828820e+00 1.997939138055935260e+00
4.665099385974798007e-01 2.790912223387419965e-05 6.434912004760063864e-01 -1.133716727993693940e+00 1.570716913987331598e+00 2.007814514164838471e+00
4.665120297191694965e-01 3.377017799708802658e-05 6.434896487853128955e-01 -1.126455162089977868e+00 1.570699908335511319e+00 2.015063183896860899e+00
4.665143199049457401e-01 4.018948520796711824e-05 6.434879493153874419e-01 -1.120960996676036103e+00 1.570681279103454342e+00 2.020543225023025524e+00
4.665168091301633568e-01 4.716705904516903372e-05 6.434861020664570663e-01 -1.116700753276570035e+00 1.570661027166970980e+00 2.024788116043378494e+00
4.665194973680335533e-01 5.470291600656884023e-05 6.434841070387694595e-01 -1.113328358508169691e+00 1.570639153096145657e+00 2.028143930368231374e+00
4.665223845896239729e-01 6.279707390909255256e-05 6.434819642325912969e-01 -1.110611218160615810e+00 1.570615657276199562e+00 2.030843262236856184e+00
4.665254707638581411e-01 7.144955188853727070e-05 6.434796736482101265e-01 -1.108388251396019708e+00 1.570590539976051359e+00 2.033047192518347757e+00
4.665287558575155757e-01 8.066037039937832740e-05 6.434772352859320366e-01 -1.106544999543683572e+00 1.570563801388963787e+00 2.034870179916761668e+00
4.665322398352312883e-01 9.042955121456246301e-05 6.434746491460836548e-01 -1.104998299195446565e+00 1.570535441657562981e+00 2.036395387875769458e+00
4.665359226594958941e-01 1.007571174252882678e-04 6.434719152290121480e-01 -1.103686534489283222e+00 1.570505460889746630e+00 2.037684432295059356e+00
4.665398042906555576e-01 1.116430934407729836e-04 6.434690335350830015e-01 -1.102563260285178925e+00 1.570473859169089437e+00 2.038783758354461462e+00
4.665438846869113809e-01 1.230875049880060512e-04 6.434660040646827950e-01 -1.101592925621887709e+00 1.570440636561820869e+00 2.039728917057190838e+00
4.665481638043189605e-01 1.350903791114892811e-04 6.434628268182172040e-01 -1.100747941764824267e+00 1.570405793121607330e+00 2.040547497181953496e+00
4.665526415967889973e-01 1.476517441729637296e-04 6.434595017961121100e-01 -1.100006632099018278e+00 1.570369328892897487e+00 2.041261175389993632e+00
4.665573180160864086e-01 1.607716298511230628e-04 6.434560289988134896e-01 -1.099351773006877142e+00 1.570331243913301700e+00 2.041887175347330441e+00
4.665621930118299954e-01 1.744500671413139507e-04 6.434524084267870814e-01 -1.098769538594584150e+00 1.570291538215313754e+00 2.042439322998360840e+00
4.665672665314926637e-01 1.886870883552226518e-04 6.434486400805182749e-01 -1.098248726299653200e+00 1.570250211827574294e+00 2.042928820958303859e+00
4.665725385204006481e-01 2.034827271205486953e-04 6.434447239605126656e-01 -1.097780181010152623e+00 1.570207264775809408e+00 2.043364824393976598e+00
